Alluitz; 1034; Bizkaia
Anboto; 1331; Bizkaia
Aratz; 1443; Araba
Ipizte; 1062; Araba
Jarindo; 896; Araba
Kapildui; 1177; Araba
Mirutegi; 1166; Araba
Mugarra; 964; Bizkaia
Oiz; 1029; Bizkaia
Soila; 993; Araba
Toloño; 1263; Araba
